id,drug,cyp2d6,CL_sampled,Vd_sampled,Css,dCdt_rel_24h,dCdt_rel_72h,pct_drop_24h,pct_drop_72h,t_75pct,t_50pct,t_25pct,t_10pct,AUC_deficit_7d
35,Sertraline,normal,27.124441120836888,1031.5258854383258,0.075968,-0.024698,-0.012288,59.275,88.473,0.78,16.199,42.56,77.406,10.5777
36,Sertraline,normal,21.266305617843766,1414.098462911962,0.096696,-0.016638,-0.009835,39.93,70.815,9.241,36.202,82.293,143.221,11.1466
37,Sertraline,normal,38.63267909323457,1442.4743178831568,0.05333,-0.024983000000000002,-0.012351000000000001,59.959,88.929,0.571,15.71,41.591,75.803,7.4598
38,Sertraline,normal,19.56867624519568,1014.1434684051752,0.105436,-0.020046,-0.011035,48.11,79.449,4.91,25.923,61.846,109.334,13.3838
39,Sertraline,normal,49.209556945479754,1181.7938820169004,0.041648,-0.031765,-0.013442,76.235,96.78,NA,6.139,22.787,44.792,6.3516
40,Sertraline,normal,50.3523226037948,1148.0524759217226,0.040672,-0.032515,-0.013517,78.035,97.324,NA,5.249,21.05,41.942,6.2495
41,Sertraline,normal,56.55759646097845,2372.7304238816123,0.036461,-0.023186,-0.011927,55.646,85.874,1.963,18.973,48.053,86.496,4.9451
42,Sertraline,normal,60.83266465526,1456.3284031336618,0.033689,-0.031811,-0.013446,76.346,96.815,NA,6.083,22.68,44.616,5.1402
43,Sertraline,normal,27.36765189320813,976.62340205388,0.075249,-0.025688,-0.012501,61.651,90.009,0.064,14.536,39.271,71.967,10.6424
44,Sertraline,normal,30.140779308391725,1994.7525188476268,0.068234,-0.016699,-0.009859,40.077,70.986,9.148,35.982,81.856,142.498,7.8815
45,Sertraline,normal,19.214645055852607,1438.407316552004,0.106557,-0.015153,-0.009234,36.366,66.487,11.699,42.05,93.939,162.534,11.6485
46,Sertraline,normal,53.590766271843194,1378.550067645623,0.03828,-0.030747,-0.013326,73.793,95.945,NA,7.387,25.216,48.787,5.7758
47,Sertraline,normal,29.22390900340602,605.553080484509,0.069974,-0.033843,-0.013632,81.223,98.148,NA,3.711,18.071,37.057,10.8887
48,Sertraline,normal,36.40528589791636,1889.3715008648437,0.056674,-0.020026,-0.011028,48.061,79.402,4.932,25.974,61.948,109.504,7.1906
49,Sertraline,normal,48.444966596394586,1189.343732717567,0.042318,-0.031441,-0.013406,75.459,96.526,NA,6.533,23.55,46.041,6.4324
50,Sertraline,normal,42.07839683910873,1557.0667196317777,0.048959,-0.025123,-0.012382,60.294,89.148,0.469,15.473,41.12,75.026,6.8637
51,Sertraline,normal,39.95168071049114,1326.221712400932,0.051509,-0.026818,-0.012723,64.362,91.607,NA,12.762,35.772,66.188,7.4057
52,Sertraline,normal,21.578314539091156,1070.675344666753,0.095622,-0.020676,-0.01123,49.623,80.853,4.256,24.375,58.767,104.232,12.3186
53,Sertraline,normal,32.534339841491466,1364.422482991414,0.063383,-0.023191,-0.011928,55.659,85.883,1.959,18.963,48.032,86.462,8.5974
54,Sertraline,normal,52.66580208257746,1278.4959298043714,0.038921,-0.031607,-0.013425,75.856,96.657,NA,6.332,23.156,45.402,5.9261
55,Sertraline,normal,39.77214484888778,1005.31495147853,0.051567,-0.031009,-0.013357,74.421,96.17,NA,7.059,24.583,47.743,7.8027
56,Sertraline,normal,52.24384578200671,957.452162209344,0.039062,-0.035426,-0.013737,85.022,98.909,NA,1.91,14.617,31.41,6.1652
57,Sertraline,normal,44.11801634831205,1532.0361874233458,0.046666,-0.026113,-0.012588,62.672,90.63,NA,13.852,37.921,69.742,6.6421
